#0
0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12
0.00, 0.00, 0.00, 0.17, 0.24, 0.00, 0.00, 0.00, 0.16, 0.00, 0.00, 0.19, 0.24, 0.00, 0.00
0.01, 0.00, 0.00, 0.27, 0.22, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.27, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.64, 0.24, 0.00, 0.00, 0.00, 0.00
0.00, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.24, 0.00
0.00, 0.00, 0.33, 0.00, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.37
0.00, 0.00, 0.33, 0.16, 0.18, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00
0.20, 0.00, 0.00, 0.00, 0.00, 0.31, 0.00, 0.00, 0.00, 0.25, 0.24, 0.00, 0.00, 0.00, 0.00
0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.64, 0.24, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.24, 0.22, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00
0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.24, 0.00
0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.48, 0.00
0.00, 0.00, 0.48, 0.00, 0.00, 0.00, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12

#3
0.24, 0.12, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.52
0.24, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.64
0.00, 0.00, 0.10, 0.08, 0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.19, 0.15, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.20, 0.29, 0.00, 0.00, 0.00
0.24, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.64
0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.64, 0.00, 0.00
0.00, 0.00, 0.22, 0.25, 0.00, 0.00, 0.22, 0.10, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.52, 0.00, 0.00, 0.00, 0.24, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.36, 0.52, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.45, 0.00, 0.29, 0.00, 0.00, 0.00, 0.26, 0.00
0.07, 0.00, 0.23, 0.21, 0.00, 0.00, 0.26, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.48, 0.00, 0.00, 0.12, 0.40, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.00, 0.00, 0.24, 0.00, 0.00, 0.27, 0.22, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.52, 0.00, 0.00, 0.00, 0.24, 0.00
0.22, 0.31, 0.00, 0.00, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20

#4
0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00
0.00, 0.12, 0.00, 0.12, 0.00, 0.64, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.12, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.52
0.00, 0.24, 0.00, 0.24, 0.00, 0.40, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.24, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40
0.00, 0.25, 0.00, 0.26, 0.00, 0.23, 0.00, 0.00, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.18, 0.13, 0.09, 0.00, 0.00
0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.00
0.00, 0.12, 0.00, 0.00, 0.00, 0.52, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.40
0.00, 0.00, 0.00, 0.00, 0.25, 0.00, 0.19, 0.00, 0.00, 0.00, 0.18, 0.19, 0.19, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.13, 0.15, 0.15, 0.00, 0.00
0.00, 0.33, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.14, 0.14, 0.24, 0.00, 0.00
0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.48, 0.00
0.00, 0.00, 0.28, 0.00, 0.25, 0.00, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 0.26

#5
0.12, 0.00, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.12, 0.00, 0.09, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.54, 0.00, 0.00, 0.14
0.35, 0.00, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.17, 0.00, 0.00, 0.00, 0.00
0.00, 0.29, 0.00, 0.12, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20
0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 0.23, 0.25, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.00
0.00, 0.12, 0.00, 0.10, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.52, 0.14
0.00, 0.00, 0.00, 0.00, 0.00, 0.64, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00
0.00, 0.00, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.12, 0.12, 0.00, 0.00
0.36, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.12, 0.00, 0.00, 0.00, 0.00
0.12, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.12, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.76, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.12, 0.12, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.64, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00
0.00, 0.30, 0.00, 0.21, 0.00, 0.00, 0.25, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.23

#6
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.64, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00
0.48, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.64, 0.00
0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.52, 0.00
0.36, 0.00, 0.00, 0.00, 0.18, 0.20, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.16
0.00, 0.00, 0.00, 0.00, 0.10, 0.08, 0.00, 0.00, 0.00, 0.50, 0.17, 0.00, 0.00, 0.00, 0.15
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.52, 0.00, 0.24, 0.00, 0.00, 0.00
0.00, 0.00, 0.12, 0.12, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.52, 0.00
0.24, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.37, 0.00, 0.40, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.10, 0.21, 0.00, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.33, 0.15
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00
0.00, 0.00, 0.29, 0.20, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.00
0.00, 0.00, 0.00, 0.00, 0.06, 0.19, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.19

#7
0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.76, 0.00
0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.52
0.00, 0.00, 0.17, 0.00, 0.13, 0.00, 0.19, 0.00, 0.00, 0.20, 0.00, 0.00, 0.31, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.48, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.12, 0.24, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.28, 0.28, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.15, 0.27, 0.00, 0.21, 0.00, 0.00, 0.22, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.88
0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.24, 0.00, 0.00, 0.52, 0.00
0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.20, 0.00, 0.00, 0.10, 0.00, 0.00
0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.40, 0.00
0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.64
0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.11, 0.00, 0.56, 0.10, 0.00, 0.00, 0.12, 0.00, 0.00
0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.00, 0.19, 0.00, 0.00, 0.30, 0.00
0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.26, 0.00, 0.00, 0.34

#8
0.25, 0.22, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29
0.40, 0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24
0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.64, 0.00, 0.00
0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.12, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 0.03, 0.00, 0.32, 0.00, 0.29, 0.00, 0.00, 0.17, 0.00
0.40, 0.12, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36
0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.12, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.31, 0.00, 0.00, 0.34, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.11, 0.00, 0.17, 0.00, 0.00, 0.13, 0.00
0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.12, 0.52, 0.00, 0.00
0.00, 0.00, 0.33, 0.00, 0.15, 0.00, 0.00, 0.00, 0.18, 0.00, 0.13, 0.00, 0.00, 0.21, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.12, 0.64, 0.00, 0.00
0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 0.25, 0.29, 0.00, 0.00
0.44, 0.00, 0.00, 0.00, 0.18, 0.00, 0.00, 0.00, 0.16, 0.00, 0.12, 0.00, 0.00, 0.10, 0.00
0.52, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24

#9
0.38, 0.00, 0.26, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.16, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.11, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00
0.40, 0.00, 0.36, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.25, 0.00, 0.27, 0.00, 0.31, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.16, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.29, 0.00, 0.24, 0.00, 0.00, 0.00, 0.08
0.00, 0.00, 0.00, 0.64, 0.00, 0.12, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00
0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.36, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.23, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.23, 0.26, 0.17, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.52, 0.00, 0.12, 0.00, 0.24, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.14, 0.43, 0.00, 0.13, 0.00, 0.00, 0.00, 0.21, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.52, 0.12, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.21, 0.25, 0.30
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.52, 0.24, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.40, 0.12, 0.24

#10
0.26, 0.00, 0.00, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.00, 0.00, 0.30, 0.00
0.00, 0.14, 0.22, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 0.31, 0.00, 0.00, 0.17, 0.00, 0.00
0.31, 0.13, 0.24, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00
0.52, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.24, 0.00
0.00, 0.33, 0.19, 0.00, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.29, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.21
0.00, 0.00, 0.00, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.24
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.12, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.12, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.34, 0.34, 0.00, 0.00, 0.00, 0.00, 0.00
0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.36, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.12, 0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.12
0.00, 0.16, 0.14, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.16, 0.00, 0.00
0.52, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.12, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.64, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24

#11
0.12, 0.24, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00
0.12, 0.12, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00
0.21, 0.28, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.40, 0.00, 0.24, 0.00, 0.00
0.00, 0.00, 0.49, 0.00, 0.10, 0.00, 0.00, 0.00, 0.11, 0.00, 0.00, 0.16, 0.00, 0.00, 0.14
0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00
0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.40, 0.00, 0.12, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.00, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.00
0.00, 0.00, 0.00, 0.00, 0.12, 0.50, 0.00, 0.00, 0.11, 0.00, 0.00, 0.15, 0.00, 0.00, 0.12
0.24, 0.24, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.31, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.23, 0.00, 0.27, 0.00, 0.00
0.00, 0.00, 0.00, 0.43, 0.10, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 0.16, 0.00, 0.00, 0.11
0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.64, 0.00, 0.24, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00
0.00, 0.00, 0.00, 0.00, 0.26, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.20, 0.00, 0.00, 0.15

#12
0.24, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.23, 0.00, 0.00, 0.00
0.00, 0.18, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.31, 0.16, 0.00, 0.00, 0.00, 0.00, 0.22
0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 0.12, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.52, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.24, 0.00, 0.12, 0.00, 0.12, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.11, 0.00, 0.00, 0.52, 0.12, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.11
0.00, 0.00, 0.12, 0.00, 0.24, 0.00, 0.24, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.26, 0.00, 0.21, 0.00, 0.29, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
